candidate,party,criminal_cases,education,age,total_assets,total_assets_rs,liabilities,liabilities_rs,2026_constituency,2026_district,is_winner,myneta_url,self_profession,spouse_profession,education_details,criminal_cases_details,election_expenditure,pan_given,serious_ipc_counts,movable_assets_rs,immovable_assets_rs
S. Raju,IND,0,10th Pass,26,"Rs 2,19,500 ~ 2 Lacs+",219500,Rs 0 ~,0,ROYAPURAM,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1553,Business,NIL,Category: 10th Pass 10th Std. TNTDTA Pulamadan Chettiar Higher Secondary School,,,Y,0,69500,150000
T. Kaviyarasu,IND,0,Graduate Professional,46,"Rs 18,06,560 ~ 18 Lacs+",1806560,Rs 0 ~,0,ROYAPURAM,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1540,Advocate,House Wife,Category: Graduate Professional Bachelor of Law From Smt. Basavaram Tarakam Memorial Law of College In Year 2007-2010,,,Y,0,1806560,0
T. Rajesh,IND,0,8th Pass,42,"Rs 81,000 ~ 81 Thou+",81000,,0,ROYAPURAM,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1554,Textile Broker,NIL,"Category: 8th Pass 8th From Kamaraj Matriculation School, Kappalpolu Street, OLd Washermenpet, Chennai",,,Y,0,81000,0
V. Bhagath Singh,IND,0,Graduate Professional,37,"Rs 14,00,000 ~ 14 Lacs+",1400000,Rs 0 ~,0,ROYAPURAM,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1550,Advocate,Advocate,"Category: Graduate Professional B.Sc, B.A. B.L. From Dr. Ambedkr Govt. Law University",,,Y,0,1400000,0
Kumar. R,Tamilaga Vettri Kazhagam,0,Graduate Professional,60,"Rs 1,17,83,60,444 ~ 117 Crore+",1178360444,"Rs 1,59,49,204 ~ 1 Crore+",15949204,VELACHERY,CHENNAI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=865,"Business, Land Lord","Business, Land Lord","Category: Graduate Professional Business Leadership Programme from IIM Bangalore in 2024, Bachelor of Engineering in CIvil, University of Madras in 1989.",,,Y,0,158797696,1019562748
Aassan Maulaana J.M.H,INC,4,Post Graduate,42,"Rs 16,32,75,450 ~ 16 Crore+",163275450,"Rs 24,28,591 ~ 24 Lacs+",2428591,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1313,Landlord & Businessman,Employed,Category: Post Graduate M.B.A From New College Institue Of Management Chennai In 2005,"charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Negligent conduct with respect to fire or combustible matter (IPC Section-285); charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145); charges related to Disobedience to order duly promulgated by public servant (IPC Section-188); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353)",,Y,0,28725850,134549600
Ahammed Nazeer Khan,IND,0,10th Pass,40,"Rs 2,58,111 ~ 2 Lacs+",258111,"Rs 50,000 ~ 50 Thou+",50000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4014,Self Employed,Nil,Category: 10th Pass 10th Standard,,,Y,0,258111,0
Ashok. M,IND,0,8th Pass,46,"Rs 2,59,000 ~ 2 Lacs+",259000,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4012,Self-Employed,Housewife,Category: 8th Pass 9th :Passed from Arignar Anna Government Higher Secondary School Besantnagar Chennai 600090 in 1994,,,Y,0,259000,0
Ashok. M.K,AIADMK,5,Post Graduate,54,"Rs 15,36,03,759 ~ 15 Crore+",153603759,"Rs 5,27,83,369 ~ 5 Crore+",52783369,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=214,"MLA Pension, Interest Income, Agriculture & Partnership Firms (M/s. Manvikks)",Rental & Partnership Firm (M/s. Manvikks),"Category: Post Graduate M.A., B.A., in Political Science from Tamil Nadu Open University","charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse (IPC Section-151); charges related to Punishment for Rioting (IPC Section-147); charges related to Rioting, armed with deadly weapon (IPC Section-148); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145); charges related to Being member of an unlawful assembly. (BNS Section-189(2))",,Y,1,58271184,95332575
Azarutheen. M,IND,0,Graduate Professional,37,"Rs 70,12,600 ~ 70 Lacs+",7012600,"Rs 4,00,000 ~ 4 Lacs+",400000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4013,Advocate,Teacher,Category: Graduate Professional LLB Bachelor of Law 2018 Visakha Law College Visakhapatnam Andhra Pradesh Andhra University and BCA 2009 SRM Arts & Science College University Of Madras,,,Y,0,4912600,2100000
Bhaskar. G,IND,0,8th Pass,47,"Rs 4,08,400 ~ 4 Lacs+",408400,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4021,Nil,Nil,Category: 8th Pass 8th Standard,,,Y,0,408400,0
Deepak Ravi,IND,0,Graduate,31,"Rs 5,90,000 ~ 5 Lacs+",590000,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4020,Self-Employed,Housewife,Category: Graduate BCA Pass 2016 Madras University,,,Y,0,590000,0
Diwakar. R,IND,0,Graduate,28,"Rs 20,000 ~ 20 Thou+",20000,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4019,Student,NIL,"Category: Graduate B.Sc Computer Science ,Dhanapal College of Arts and Science Kelambakkam(2015-2018)",,,Y,0,20000,0
Janagaraj Ravi Gunaseelan,IND,0,Graduate Professional,59,"Rs 1,73,90,000 ~ 1 Crore+",17390000,,2900000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4028,Auto Driver,House wife,Category: Graduate Professional 12th & B.Let in 1984,,,Y,0,2390000,15000000
Kala Pethachi,IND,1,Graduate,61,"Rs 65,80,000 ~ 65 Lacs+",6580000,"Rs 4,00,000 ~ 4 Lacs+",400000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4016,Service,Deceased,Category: Graduate B.A. From Holy Cross College Bharathidasan University & Diploma In Acupuncture,charges related to Causing death by negligence (IPC Section-304A),,Y,1,2270000,4310000
Kanchana. R,Tamizhaga Murpokku Makkal Katchi,0,Post Graduate,48,"Rs 17,27,051 ~ 17 Lacs+",1727051,"Rs 40,49,000 ~ 40 Lacs+",4049000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4009,Self employed,NIL,Category: Post Graduate M.Com. From Annamalai University-2002,,,Y,0,1727051,0
Kannan. K,IND,0,Graduate Professional,53,"Rs 32,36,140 ~ 32 Lacs+",3236140,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4015,Lawyer,House wife,Category: Graduate Professional B.L. Passed From Seshadripuram Law College Bangalore-2002 & B.A. Passed From National College Trichy-1994,,,Y,0,3236140,0
Keerthana. M,Naam Tamilar Katchi,0,Post Graduate,33,"Rs 2,30,00,000 ~ 2 Crore+",23000000,"Rs 41,65,406 ~ 41 Lacs+",4165406,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=215,Self-Employed Studioprakruti,Self-Employed,Category: Post Graduate M.Tech CSE - Bharath Institute of Science and Technology Chennai,,,Y,0,8000000,15000000
Mani. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,Graduate,49,"Rs 24,36,000 ~ 24 Lacs+",2436000,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=867,Private Salon,Nill,Category: Graduate BA,,,Y,0,2436000,0
Mohamed Yaseen. I,Thakkam Katchi,0,Graduate,30,"Rs 11,51,568 ~ 11 Lacs+",1151568,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=868,Employed In Private Sector,House Wife,"Category: Graduate B.Com - Quaid-E-Millath College, Medavakkam in 2017.",,,Y,0,1151568,0
Mohan. R,IND,0,8th Pass,69,"Rs 8,02,250 ~ 8 Lacs+",802250,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4022,,,Category: 8th Pass 8th Standard,,,Y,0,802250,0
Mohanraj. K,BSP,0,Graduate Professional,38,"Rs 45,898 ~ 45 Thou+",45898,,151000,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=866,Real Estate,House Wife,Category: Graduate Professional LLB in Veeravalli Law College (Andhra University) December 2017.,,,Y,0,45898,0
Poyyamozhi. M,Proutist Sarva Samaj,0,12th Pass,69,"Rs 1,61,63,250 ~ 1 Crore+",16163250,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4010,Retirement,Housewife,"Category: 12th Pass PUC, 1979",,,Y,0,3463250,12700000
Radhakrishnan. D.R,IND,0,Graduate Professional,43,"Rs 1,10,000 ~ 1 Lacs+",110000,"Rs 50,414 ~ 50 Thou+",50414,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4023,Tailoring,Tailoring,"Category: Graduate Professional Bachelor Preparatory Programme From Tamilnadu Open University, January-2019",,,Y,0,110000,0
Rajasekar. S,IND,0,12th Pass,37,"Rs 34,29,000 ~ 34 Lacs+",3429000,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4024,Social Work,Lead Generation Service Business,"Category: 12th Pass 12th Passed From Rural Institute Of Open Schooling, SVS Educational Academy In The Year-2016",,,Y,0,1829000,1600000
Ritish,IND,0,Others,36,"Rs 32,527 ~ 32 Thou+",32527,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4025,Salaried Person,,Category: Others Diploma In Electronics& Communication-DECE,,,Y,0,32527,0
Rokesh Kumar. V,Tamizhaga Vaazhvurimai Katchi,0,Others,30,"Rs 1,18,500 ~ 1 Lacs+",118500,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4011,Driver,Housewife,"Category: Others ITI Electrical- Brilliant Institute, Velachery Chennai, Year-2013-2014 & 10th Standard From Murugan Tutorial, Thiruvanmayur , Chennai, 2012",,,Y,0,118500,0
Sarabeshwar Sisu. P,IND,0,Graduate Professional,25,"Rs 10,000 ~ 10 Thou+",10000,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4017,Nil,Nil,"Category: Graduate Professional B.E. in Aeronautical Engineering Anna University, Guindy, Year-2019-2023",,,Y,0,10000,0
Suresh K,IND,0,8th Pass,49,"Rs 37,451 ~ 37 Thou+",37451,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4018,Self employed,Housewife,Category: 8th Pass 8th Standard,,,Y,0,37451,0
Vignesh. M,IND,0,Post Graduate,34,"Rs 46,07,847 ~ 46 Lacs+",4607847,Rs 0 ~,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4026,Self employed,Business,Category: Post Graduate Master of Computer Application-MCA,,,Y,0,2257847,2350000
Vignesh. R,IND,0,Graduate Professional,31,"Rs 1,50,000 ~ 1 Lacs+",150000,,0,VELACHERY,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=4027,Self employed,Housewife,"Category: Graduate Professional B.E. (ECE) From Dhanalakshmi Srinivasan College of Engineering and Technology, Year-2018",,,Y,0,150000,0
C. Joseph Vijay,Tamilaga Vettri Kazhagam,2,12th Pass,51,"Rs 6,48,85,90,407 ~ 648 Crore+",6488590407,"Rs 7,63,60,016 ~ 7 Crore+",76360016,PERAMBUR,CHENNAI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=124,"Self Employed, Editor- Vijay Vidyashiram, Managing Director-Jayanagar Property P. Ltd. Trustee-Vadya Charitable Trust, Trustee Sai Vijay Charidouble Turst",House Wife,"Category: 12th Pass B.Sc. (Dropout), Loyola College, Chennai, University of Madras, 1992",charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Disobedience to order duly promulgated by public servant (BNS Section-223); charges related to Punishment for voluntarily causing hurt (BNS Section-115(2)),,Y,0,4262028397,2226562010
A. Rajaram,Republican Party of India (Athawale),0,Graduate Professional,51,"Rs 5,500 ~ 5 Thou+",5500,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1975,Advocate,Housewife,Category: Graduate Professional B.Sc. B.L. From SBRTM From Law College Kadappa,,,Y,0,5500,0
Agni Aalvar,IND,0,10th Pass,45,"Rs 11,98,109 ~ 11 Lacs+",1198109,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1978,Agriculture,Unmarried,"Category: 10th Pass 10th Pass 1997 Year Neruppurb Higher Secondary School Nagamarai Main Road Neruppur Nagamaraj Post, Pennagaram Taluk Dharampuri Dist. Tamil Nadu",,,Y,0,1198109,0
Amala.R,IND,0,8th Pass,58,"Rs 31,83,000 ~ 31 Lacs+",3183000,,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1979,Housewife,Civil Contractor,Category: 8th Pass 9th Std. From St Joseph High School Vepary In Year 1981,,,Y,0,3183000,0
Ashlin Belmen .A.S,Tamilnadu Mahatma Gandhi Makkal Katchi,3,Others,29,"Rs 1,25,87,638 ~ 1 Crore+",12587638,"Rs 4,00,000 ~ 4 Lacs+",400000,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1967,"Owner, VIP Groups Cine House Production Company",House Wife,"Category: Others Diploma in Engineering at St. Judes College of Thoothoor, College Road, Thoothoor, Kanyakumari District, Tamil Nadu, SSLC 10th Standard from Melpalai Higher Secondary at Melapalai in 2013, Edaikode Post, Kanyakumari District, Tamil Nadu","charges related to Mischief causing loss or damage to the amount of twenty thousand rupees but less than 2 lakh rupees. (BNS Section-324(4)); charges related to Punishment for Rioting (IPC Section-147); charges related to Rioting, armed with deadly weapon (IPC Section-148); charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for voluntarily causing hurt (IPC Section-323); charges related to Punishment for Criminal trespass. (BNS Section-329(3)); charges related to Rash driving or riding on a public way. (BNS Section-281)",,Y,0,8687638,3900000
Azarutheen.M,IND,0,Graduate Professional,37,"Rs 70,12,600 ~ 70 Lacs+",7012600,"Rs 4,00,000 ~ 4 Lacs+",400000,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1980,Advocate,Teacher,Category: Graduate Professional LLB Bachelor of Law 2018 Visakha Law College Visakapatnam Andhra Prasedh Andhra University BCA Bachelor of Computer Applications 2009 SRM Arts & Science College University of Madras,,,Y,0,4912600,2100000
B. Balaji,IND,0,12th Pass,37,"Rs 3,55,000 ~ 3 Lacs+",355000,,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1992,Post Office Contract Employee,Nil,Category: 12th Pass 12th From Government High School MKB Nagar In 2008,,,Y,0,355000,0
B. Sathish Kumar,IND,0,Graduate Professional,42,"Rs 51,12,092 ~ 51 Lacs+",5112092,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1985,Advocate,Advocate,"Category: Graduate Professional LLB Froom Chengalpattu Law College, Chengalpattu In 2024",,,Y,0,1226092,3886000
B. Venkatesan,IND,0,Post Graduate,47,"Rs 5,92,000 ~ 5 Lacs+",592000,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2005,LIC Agent,Housewife,Category: Post Graduate MA From University of Madras In 2012,,,Y,0,592000,0
Bowdharaj,IND,0,5th Pass,53,"Rs 40,000 ~ 40 Thou+",40000,,2610000,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1994,Auto Driver,Housewife,"Category: 5th Pass 5th Std. From Chennai Municipal Corporation Middle School, Kalyanapuram In 1985",,,N,0,40000,0
D.V. Venugopal,Tamizhaga Vaazhvurimai Katchi,3,10th Pass,55,"Rs 2,41,96,888 ~ 2 Crore+",24196888,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1977,Real Estate,Housewife,"Category: 10th Pass 10th Std- YMCA Middle School, Nandanam, Chennai-1986",charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270); charges related to Negligent conduct with respect to fire or combustible matter (IPC Section-285),,Y,0,9803388,14393500
Dr.D. Madan,IND,0,Post Graduate,28,"Rs 6,26,000 ~ 6 Lacs+",626000,,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1995,Doctor,NIL,"Category: Post Graduate MD From FIDM, University of Northern Philippines, In 2021",,,Y,0,626000,0
Dr.G. Moorthy,IND,0,Doctorate,46,"Rs 2,88,28,251 ~ 2 Crore+",28828251,"Rs 45,58,024 ~ 45 Lacs+",4558024,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1996,"Professional Research Advisor and Propritorship (Conquer Technologies, Chennai)","Self Employed and Managing Director for Conquer Technologies, Chennai","Category: Doctorate Ph.D in Mechanical Engineering, Visveswaraya Technological University, Belgaum, Karnataka, 2014",,,Y,0,9437751,19390500
Dr.R. Saravana Perumal,Makkal Nalvaazhvuk Katchi,0,Doctorate,52,"Rs 77,52,000 ~ 77 Lacs+",7752000,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1969,"Political Analyst, Press, Consultant, Freelance",House Wife,"Category: Doctorate Hon - PHD, M.F.C, B-Tech from Kennedy University of USA in 2020-2025",,,Y,0,252000,7500000
E. Udhaya Kumar,IND,0,5th Pass,56,"Rs 1,55,000 ~ 1 Lacs+",155000,,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1982,Shed Fabrication,Nil,"Category: 5th Pass 7th Std. From Government Higher School, Ezhuvanthala In 1982",,,Y,0,155000,0
G. Ruthra Kumar,IND,0,Graduate Professional,33,"Rs 2,57,000 ~ 2 Lacs+",257000,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2002,Lawyer,NIL,"Category: Graduate Professional B.L from Dr Ambedkar Govt. Law College, Chennai - 600104 in 2013-2016, M.Com from University of Madras, Chennai 600005 in 2019 - 2020",,,Y,0,257000,0
H. Dhanasekar,IND,0,10th Pass,43,"Rs 2,65,000 ~ 2 Lacs+",265000,Rs 0 ~,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1989,Auto Driver,Housewife,Category: 10th Pass SSLC Chintaripet Government Higher Secondary School 1999,,,Y,0,265000,0
J. Sebastin,SUCI(C),0,10th Pass,49,"Rs 2,631 ~ 2 Thou+",2631,,0,PERAMBUR,CHENNAI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1972,Full Time Worker in Socialist Unity Centre of India (Communist) Party,NA,"Category: 10th Pass SSLC From Govt. High School, B.V Colony, Vyasarpadi, Chennai In 1993",,,Y,0,2631,0
